MedCodeId	Term	OriginalReadCode	CleansedReadCode	SnomedCTConceptId	SnomedCTDescriptionId	Release	Deficit
10843018	Fracture of neck of femur	S30	S30..00	5913000	10843018	NA	Fragility fracture
133435011	Open Colles' fracture	S2351	S235100	80411001	133435011	NA	Fragility fracture
277185016	Closed reduction of fracture of hip	7K1L4	7K1L400	179159005	277185016	NA	Fragility fracture
311305016	Fatigue fracture of vertebra	N1y1	N1y1.00	202831001	311305016	NA	Fragility fracture
318384010	Closed fracture cervical vertebra, wedge	S100H	S100H00	207904007	318384010	NA	Fragility fracture
318386012	Closed fracture cervical vertebra, spinous process	S100K	S100K00	207906009	318386012	NA	Fragility fracture
318435018	Closed fracture thoracic vertebra	S102	S102.00	207938004	318435018	NA	Fragility fracture
318436017	Closed fracture thoracic vertebra, burst	S1020	S102000	207939007	318436017	NA	Fragility fracture
318437014	Closed fracture thoracic vertebra, wedge	S1021	S102100	207940009	318437014	NA	Fragility fracture
318448019	Open fracture thoracic vertebra, wedge	S1031	S103100	207951009	318448019	NA	Fragility fracture
318454018	Closed fracture lumbar vertebra	S104	S104.00	207957008	318454018	NA	Fragility fracture
318455017	Closed fracture lumbar vertebra, burst	S1040	S104000	207958003	318455017	NA	Fragility fracture
318456016	Closed fracture lumbar vertebra, wedge	S1041	S104100	207959006	318456016	NA	Fragility fracture
318457013	Closed fracture lumbar vertebra, spondylolysis	S1042	S104200	207960001	318457013	NA	Fragility fracture
318482013	Fracture of first cervical vertebra	S10A0	S10A000	207983003	318482013	NA	Fragility fracture
318485010	Fracture of lumbar spine and pelvis	S10B	S10B.00	207986006	318485010	NA	Fragility fracture
318492017	Multiple fractures of lumbar spine and pelvis	S10B6	S10B600	207993005	318492017	NA	Fragility fracture
318528011	Closed fracture of thoracic spine with spinal cord lesion	S112	S112.00	208026008	318528011	NA	Fragility fracture
318556018	Closed fracture of lumbar spine with spinal cord lesion	S114	S114.00	208054001	318556018	NA	Fragility fracture
318562011	Closed spinal fracture with cauda equina lesion	S1145	S114500	208060001	318562011	NA	Fragility fracture
318725011	Multiple fractures of thoracic spine	S150	S150.00	208215006	318725011	NA	Fragility fracture
319084014	Closed fracture proximal femur, transcervical	S300	S300.00	208521006	319084014	NA	Fragility fracture
319086011	Closed fracture proximal femur, transepiphyseal	S3001	S300100	208523009	319086011	NA	Fragility fracture
319090013	Closed fracture head of femur	S3004	S300400	208526001	319090013	NA	Fragility fracture
319092017	Closed fracture proximal femur, subcapital, Garden grade I	S3006	S300600	208528000	319092017	NA	Fragility fracture
319093010	Closed fracture proximal femur, subcapital, Garden grade II	S3007	S300700	208529008	319093010	NA	Fragility fracture
319095015	Closed fracture proximal femur, subcapital, Garden grade IV	S3009	S300900	208531004	319095015	NA	Fragility fracture
319108013	Open fracture proximal femur,subcapital, Garden grade unspec	S3015	S301500	208540000	319108013	NA	Fragility fracture
319118015	Closed fracture of proximal femur, pertrochanteric	S302	S302.00	208548007	319118015	NA	Fragility fracture
319123015	Closed fracture proximal femur, intertrochanteric, two part	S3021	S302100	208550004	319123015	NA	Fragility fracture
319124014	Closed fracture proximal femur, subtrochanteric	S3022	S302200	208551000	319124014	NA	Fragility fracture
319128012	Open fracture of proximal femur, pertrochanteric	S303	S303.00	208555009	319128012	NA	Fragility fracture
319134017	Open fracture proximal femur, subtrochanteric	S3032	S303200	208558006	319134017	NA	Fragility fracture
319138019	Pertrochanteric fracture	S304	S304.00	208562000	319138019	NA	Fragility fracture
319180015	Fracture of femur, NOS	S31z	S31z.00	71620000	118978017	NA	Fragility fracture
391354016	Fracture of lower end of radius	S23B	S23B.00	263199001	391354016	NA	Fragility fracture
391366010	Fracture of lower end of both ulna and radius	S23C	S23C.00	263208005	391366010	NA	Fragility fracture
391392015	Subtrochanteric fracture	S305	S305.00	263229001	391392015	NA	Fragility fracture
400338014	Pathological fracture	N331	N331.00	268029009	400338014	NA	Fragility fracture
402832010	Fracture of spine without mention of spinal cord injury	S10	S10..00	269061001	402832010	NA	Fragility fracture
402838014	Closed fracture of fifth cervical vertebra	S1005	S100500	269067002	402838014	NA	Fragility fracture
402839018	Closed fracture of sixth cervical vertebra	S1006	S100600	269068007	402839018	NA	Fragility fracture
402840016	Closed fracture of seventh cervical vertebra	S1007	S100700	269069004	402840016	NA	Fragility fracture
402859019	Closed Colles' fracture	S2341	S234100	269083002	402859019	NA	Fragility fracture
405144016	Pathological fracture of lumbar vertebra	N3311	N331100	270508006	405144016	NA	Fragility fracture
452081015	Collapse of lumbar vertebra	N331G	N331G00	308758008	452081015	NA	Fragility fracture
455433012	Collapse of cervical vertebra due to osteoporosis	N331H	N331H00	311806008	455433012	NA	Fragility fracture
455444016	Closed multiple fractures of thoracic spine	S1500	S150000	311814002	455444016	NA	Fragility fracture
455534015	Collapse of lumbar vertebra due to osteoporosis	N331J	N331J00	311890007	455534015	NA	Fragility fracture
455535019	Collapse of thoracic vertebra due to osteoporosis	N331K	N331K00	311891006	455535019	NA	Fragility fracture
485443016	Closed fracture of radius and ulna, lower end	S234	S234.00	33192001	485443016	NA	Fragility fracture
1220723013	Fracture of thoracic vertebra	S15	S15..00	125607007	1220723013	NA	Fragility fracture
1220724019	Fracture of lumbar vertebra	S10B0	S10B000	125608002	1220724019	NA	Fragility fracture
1485119015	H/O: fragility fracture	14G6	14G6.00	391092009	1485119015	NA	Fragility fracture
1485120014	H/O: hip fracture	14G7	14G7.00	391093004	1485120014	NA	Fragility fracture
1485121013	H/O: vertebral fracture	14G8	14G8.00	391094005	1485121013	NA	Fragility fracture
125993015	Fracture of radius AND ulna	S23	S23..00	75857000	125993015	NA	Fragility fracture
545121000000114	Fragility fracture	N331N	N331N00	306171000000106	545121000000114	NA	Fragility fracture
1490703015	Closed fracture radius and ulna, distal	S2346	S234600	33192001	1490703015	NA	Fragility fracture
78112010	Fracture of lower limb	S3	S3...00	46866001	1230400018	NA	Fragility fracture
216206018	Fragility fracture due to unspecified osteoporosis	N331M	N331M00	443165006	2837900019	NA	Fragility fracture
318353013	Closed fracture of unspecified cervical vertebra	S1000	S100000	269062008	402833017	NA	Fragility fracture
318443011	Other specified closed fracture thoracic vertebra	S102y	S102y00	207938004	318435018	NA	Fragility fracture
318445016	Closed fracture thoracic vertebra not otherwise specified	S102z	S102z00	207938004	318435018	NA	Fragility fracture
318910019	Open fracture of radius and ulna, unspecified part	S23y	S23y.00	81966000	135964010	NA	Fragility fracture
